raw/weapon/weapon_short_blade.png	1024x1024	A 1024x1024 Hades-style 2.5D game asset, painterly thick brush strokes, vibrant saturated colors, strong silhouette with deep shadow outline, dramatic high-contrast lighting from upper-left at 45 degrees, rim light highlighting the subject, magical aura where applicable. A short blade dagger as a game icon, single-edged steel blade with cold metallic gleam, black wrapped hilt with brass guard, blood drop on tip, centered square framing, subject occupies 75% of canvas, transparent background.	no text, no letters, no numbers, no watermark, no signature, no logo, blurry, low contrast, flat vector, washed out, multiple subjects, frame border decoration, sheath, hand holding, character
raw/weapon/weapon_heavy_hammer.png	1024x1024	A 1024x1024 Hades-style 2.5D game asset, painterly thick brush strokes, vibrant saturated colors, strong silhouette with deep shadow outline, dramatic high-contrast lighting from upper-left at 45 degrees, rim light highlighting the subject, magical aura where applicable. A two-handed heavy hammer as a game icon, rusty iron hammer head with cracks glowing dim red, thick wooden shaft wrapped in leather, centered square framing, transparent background.	no text, no letters, no numbers, no watermark, no signature, no logo, blurry, low contrast, flat vector, washed out, multiple subjects, frame border decoration, character holding
raw/weapon/weapon_pistol.png	1024x1024	A 1024x1024 Hades-style 2.5D game asset, painterly thick brush strokes, vibrant saturated colors, strong silhouette with deep shadow outline, dramatic high-contrast lighting from upper-left at 45 degrees, rim light highlighting the subject, magical aura where applicable. A semi-automatic pistol as a game icon, black steel finish with brass accents, faint muzzle smoke trailing from barrel, side profile view, centered square framing, transparent background.	no text, no letters, no numbers, no watermark, no signature, no logo, blurry, low contrast, flat vector, washed out, multiple subjects, frame border decoration, hand, ammunition magazine separated
raw/weapon/weapon_bow.png	1024x1024	A 1024x1024 Hades-style 2.5D game asset, painterly thick brush strokes, vibrant saturated colors, strong silhouette with deep shadow outline, dramatic high-contrast lighting from upper-left at 45 degrees, rim light highlighting the subject, magical aura where applicable. A compound bow drawn taut with a glowing arrow nocked, dark composite limbs, golden bowstring shimmer, arrow tip emits soft white energy glow, centered square framing, transparent background.	no text, no letters, no numbers, no watermark, no signature, no logo, blurry, low contrast, flat vector, washed out, multiple subjects, frame border decoration, quiver, archer
raw/weapon/weapon_energy_fist.png	1024x1024	A 1024x1024 Hades-style 2.5D game asset, painterly thick brush strokes, vibrant saturated colors, strong silhouette with deep shadow outline, dramatic high-contrast lighting from upper-left at 45 degrees, rim light highlighting the subject, magical aura where applicable. An energy fist gauntlet as a game icon, armored knuckle plate wrapped in swirling blue-purple energy field, arcing electric streams around the knuckles, glowing core, centered square framing, transparent background.	no text, no letters, no numbers, no watermark, no signature, no logo, blurry, low contrast, flat vector, washed out, multiple subjects, frame border decoration, arm, character
raw/skill/skill_fireball.png	1024x1024	A 1024x1024 Hades-style 2.5D game asset, painterly thick brush strokes, vibrant saturated colors, strong silhouette with deep shadow outline, dramatic high-contrast lighting from upper-left at 45 degrees, rim light highlighting the subject, magical aura where applicable. A blazing fireball spell icon, swirling red-orange fire core with bright yellow center, ember sparks trailing, deep shadow outline, centered, transparent background.	no text, no letters, no numbers, no watermark, no signature, no logo, blurry, low contrast, flat vector, washed out, multiple subjects, frame border decoration
raw/skill/skill_ice_field.png	1024x1024	A 1024x1024 Hades-style 2.5D game asset, painterly thick brush strokes, vibrant saturated colors, strong silhouette with deep shadow outline, dramatic high-contrast lighting from upper-left at 45 degrees, rim light highlighting the subject, magical aura where applicable. A hexagonal ice field spell icon, crystalline ice shards radiating from a central hexagon rune, frost-blue gradient, cold mist at base, transparent background.	no text, no letters, no numbers, no watermark, no signature, no logo, blurry, low contrast, flat vector, washed out, multiple subjects, frame border decoration
raw/skill/skill_chain_lightning.png	1024x1024	A 1024x1024 Hades-style 2.5D game asset, painterly thick brush strokes, vibrant saturated colors, strong silhouette with deep shadow outline, dramatic high-contrast lighting from upper-left at 45 degrees, rim light highlighting the subject, magical aura where applicable. A chain lightning spell icon, zigzag yellow electric bolt with branching forks, glowing white-yellow core, dark indigo aura behind, centered, transparent background.	no text, no letters, no numbers, no watermark, no signature, no logo, blurry, low contrast, flat vector, washed out, multiple subjects, frame border decoration
raw/skill/skill_heal_aura.png	1024x1024	A 1024x1024 Hades-style 2.5D game asset, painterly thick brush strokes, vibrant saturated colors, strong silhouette with deep shadow outline, dramatic high-contrast lighting from upper-left at 45 degrees, rim light highlighting the subject, magical aura where applicable. A healing aura spell icon, glowing green ring with ascending white cross light from a stylized lotus base, gentle particle drift upward, transparent background.	no text, no letters, no numbers, no watermark, no signature, no logo, blurry, low contrast, flat vector, washed out, multiple subjects, frame border decoration
raw/skill/skill_shield.png	1024x1024	A 1024x1024 Hades-style 2.5D game asset, painterly thick brush strokes, vibrant saturated colors, strong silhouette with deep shadow outline, dramatic high-contrast lighting from upper-left at 45 degrees, rim light highlighting the subject, magical aura where applicable. An octagonal energy shield icon, blue-cyan translucent shield plate with rim light glow and internal energy field swirls, centered, transparent background.	no text, no letters, no numbers, no watermark, no signature, no logo, blurry, low contrast, flat vector, washed out, multiple subjects, frame border decoration
